Genre_nouveau;Sps_nouveau;Famille
Galium;sp.;Rubiaceae
Galium;verum;Rubiaceae
Genista;cinerea;Fabaceae 
Genista;delphinensis;Fabaceae
Genista;germanica;Fabaceae
Genista;hispanica;Fabaceae
Genista;januensis;Fabaceae
Genista;pilosa;Fabaceae
Genista;radiata;Fabaceae
Genista;sagittalis;Fabaceae
Genista;salzmannii;Fabaceae 
Genista;scorpius;Fabaceae 
Genista;silucris;Fabaceae
Genista;silvestris;Fabaceae
Genista;sylvestris;Fabaceae
Genista;tinctoria;Fabaceae
Gentiana;acaulis;Gentianaceae
Gentiana;affinis;Gentianaceae
Gentiana;altaica;Gentianaceae
Gentiana;angustifolia;Gentianaceae
Gentiana;asclepiadea;Gentianaceae
Gentiana;atruieri;Gentianaceae
Gentiana;blactaiensis;Gentianaceae
Gentiana;brachyphylla;Gentianaceae 
Gentiana;canaliculata;Gentianaceae 
Gentiana;carolii;Gentianaceae
Gentiana;cernua;Gentianaceae
Gentiana;cernua;Gentianaceae 
Gentiana;clusii;Gentianaceae 
Gentiana;cruciata;Gentianaceae
Gentiana;dahurica;Gentianaceae 
Gentiana;decumbens;Gentianaceae
Gentiana;dendrologii;Gentianaceae
Gentiana;dinarica;Gentianaceae
Gentiana;doerfleri;Gentianaceae
Gentiana;fastigiata;Gentianaceae
Gentiana;farreri;Gentianaceae
Gentiana;fetisowii;Gentianaceae
Gentiana;freyniana;Gentianaceae
Gentiana;froelichi;Gentianaceae
Gentiana;froelichii;Gentianaceae 
Gentiana;gaudiniana;Gentianaceae
Gentiana;gelida;Gentianaceae
Gentiana;gracilipes;Gentianaceae
Gentiana;grombczewskii;Gentianaceae
Gentiana;haengistii;Gentianaceae
Gentiana;hascombensis;Gentianaceae
Gentiana;hybrida;Gentianaceae
Gentiana;farreri x veitchiorum;Gentianaceae 
Gentiana;kesselringi;Gentianaceae
Gentiana;ligustica;Gentianaceae 
Gentiana;lutea;Gentianaceae
Gentiana;macaulayi;Gentianaceae
Gentiana;macrophylla;Gentianaceae
Gentiana;makinoi;Gentianaceae
Gentiana;marcailhuana;Gentianaceae
Gentiana;montserrati;Gentianaceae
Gentiana;nivalis;Gentianaceae 
Gentiana;occidentalis;Gentianaceae
Gentiana;orbicularis;Gentianaceae 
Gentiana;pannonica;Gentianaceae
Gentiana;paradoxa;Gentianaceae
Gentiana;parryi;Gentianaceae
Gentiana;phlogifolia;Gentianaceae
Gentiana;pneumonanthe;Gentianaceae 
Gentiana;punctata;Gentianaceae
Gentiana;purdomii;Gentianaceae
Gentiana;purpurea;Gentianaceae
Gentiana;rockhillii;Gentianaceae
Gentiana;saponaria;Gentianaceae
Gentiana;scabra;Gentianaceae
Gentiana;Section;Gentianaceae 
Gentiana;septemfida;Gentianaceae
Gentiana;sino-ornata;Gentianaceae
Gentiana;siphonontha;Gentianaceae 
Gentiana;sp.;Gentianaceae 
Gentiana;spec.;Gentianaceae
Gentiana;sptemfida;Gentianaceae
Gentiana;tibetica;Gentianaceae
Gentiana;trichotoma;Gentianaceae
Gentiana;veitchiorum;Gentianaceae 
Gentiana;verna;Gentianaceae 
Gentiana;wutaiensis;Gentianaceae
Geranium;albanum;Geraniaceae
Geranium;argenteum;Geraniaceae
Geranium;bellichianium;Geraniaceae
Geranium;cinereum;Geraniaceae
Geranium;cireneum;Geraniaceae
Geranium;cyneeum;Geraniaceae
Geranium;dalmaticum;Geraniaceae
Geranium;endressii;Geraniaceae
Geranium;eriostemon;Geraniaceae
Geranium;ibericum;Geraniaceae
Geranium;macrorrhizum;Geraniaceae
Geranium;maculatum;Geraniaceae
Geranium;makrorhizum;Geraniaceae
Geranium;nodosum;Geraniaceae
Geranium;palustre;Geraniaceae
Geranium;phaeum;Geraniaceae
Geranium;platypellatum;Geraniaceae
Geranium;pratense;Geraniaceae
Geranium;renardii;Geraniaceae
Geranium;sangineum;Geaniaceae
Geranium;sanguineum;Geraniaceae
Geranium;sessiliflorum;Geraniaceae
Geranium;wallichianum;Geraniaceae 
Geranum;wlassowianum;Geraniaceae
Geum;bo???;Rosaceae
Geum;coacineum;Rosaceae
Geum;macrophyllum;Rosaceae
Geum;magellanicum;Rosaceae
Geum;montanum;Rosaceae 
Geum;pyrenaicum;Rosaceae 
Geum;reptans;Rosaceae 
Geum;rivale;Rosaceae
Geum;rosii;Rosaceae
Geum;sylvaticum;Rosaceae 
Geum;urbanum;Rosaceae 
Geum;inclinatum;Rosaceae
Gillenia;trifolinta;Rosaceae
Gingidia;montana;
Gladiolus;imbricatus;Iridaceae
Gladiolus;inbricatus;Iridaceae
Gladiolus;italicus;Iridaceae
Gladiolus;palustris;Iridaceae
Glechoma;hederacea;Lamiaceae 
Globularia;bisnagarica;Plantaginaceae 
Globularia;cordifolia;Globulariaceae 
Globularia;cordifolia;Plantaginaceae
Globularia;gracilis;Globulariaceae 
Globularia;incanescens;Plantaginaceae 
Globularia;meridionalis;Plantaginaceae 
Globularia;nana;Plantaginaceae 
Globularia;nudicaulis;Plantaginaceae 
Globularia;orientalis;Globulariaceae 
Globularia;pseudonana;Plantaginaceae 
Globularia;repens;Plantaginaceae 
Globularia;stygia;Plantaginaceae 
Globularia;trichosantha;Plantaginaceae 
Gnaphalium;hoppeanum;Asteraceae
Gnaphalium;luteoalbum;Asteraceae
Gymnadenia;conopsea;Orchidaceae 
Gymnadenia;odoratissima;Orchidaceae 
Gymnadenia;rhellicani;Orchidaceae 
Gymnocarpium;dryopteris;Woodsiaceae
Gymnocarpium;robertianum;Polypodiaceae
Gymnocarpium;robertianum;Woodsiaceae
Gypsophila;cerastoides;Caryophyllaceae
Gypsophila;repens;Caryophyllaceae
Gypsophila;tenuifolia;Caryophyllaceae
Haberlea;ferdinandi-caburjii;Gesneriaceae 
Haberlea;rhodopensis;Gesneriaceae 
haerophyllum;aureum;Apiaceae
Hamamelis;virginiana;Hamamelidaceae 
Hebe;amplexicaulis;Plantaginaceae 
Hebe;balfouriana;Plantaginaceae 
Hebe;brachysiphon;Scrophulariaceae
Hebe;buchananii;Scrophulariaceae
Hebe;carnosula;Scrophulariaceae
Hebe;cockayniana;Scrophulariaceae 
Hebe;decumbeas;Scrophulariaceae
Hebe;elliptica;Plantaginaceae 
Hebe;glaucophylla;Plantaginaceae 
Hebe;glaucophylla;Scrophulariaceae
Hebe;hectori;Scrophulariaceae
Hebe;hectorii;Plantaginaceae 
Hebe;hectorii;Scrophulariaceae 
Hebe;lindsayi;Scrophulariaceae 
Hebe;monticola;Scrophulariaceae
Hebe;pinguafolia;Plantaginaceae 
Hebe;pinguifolia;Scrophulariaceae
Hebe;subalpina;Scrophulariaceae
Hedera;helix;Araliaceae
Hedysarum;boutignyanum;Fabaceae 
Hedysarum;flavescens;Fabaceae
Hedysarum;sulphurescens;Fabaceae
Hedyserum;alpinum;Fabaceae
Helenium;;Asteraceae
Helianthemum;alpestris;Cistaceae
Helianthemum;appeninum;Cistaceae
Helianthemum;canum;Cistaceae
Helianthemum;canum;Rosaceae 
Helianthemum;lippii;Cistaceae 
Helianthemum;lunulatum;Cistaceae 
Helianthemum;nummularium;Cistaceae
Helianthemum;oelandicum;Cistaceae
Helianthemum;ovatum;Cistaceae
Helianthemum;pilosum;Cistaceae
Helianthemum;scardicum;Cistaceae
Helianthemum;violaceum;Cistaceae 
Helianthenum;apenninum;Cistaceae 
Helichrysum;selago;Asteraceae
Helichrysum;graveolens;Asteraceae
Helichrysum;milfordiae;Asteraceae
Helichrysum;plicatum;Asteraceae
Helichrysum;thianschanicum;Asteraceae
Helictotrichon;parlatorei;Poaceae
Helictotrichon;pratense;Poaceae
Helictotrichon;sedenense;Poaceae
Helictotrichon;sempervirens;Poaceae
Helictotrichon;versicolor;Poaceae
Helleborus;argutifolius;Ranunculaceae 
Helleborus;dumentorum;Ranunculaceae
Helleborus;foetidus;Ranunculaceae
Helleborus;lividus;Ranunculaceae 
Helleborus;niger;Ranunculaceae
Helleborus;viridis;Ranunculaceae
Hemerocallis;citrina;Xanthophyllaceae 
Hemerocallis;citrina;Liliaceae
Hemerocallis;dumortieri;Liliaceae
Hemerocallis;esculenta;Xanthorrhoeaceae 
Hemerocallis;forresti;Liliaceae
Hemerocallis;middendorfii;Liliaceae
Hemerocallis;minor;Liliaceae
Hemerocallis;minor;Xanthorrhoeaceae 
Hemerocallis;multiflora;Liliaceae
Hemerocallis;yezoensis;Liliaceae
Hemerocellis;lilioasphodolus;Liliaceae
Hepatica;nobilis;Ranunculaceae
Heracleum;mantegazzianum;Apiaceae
Heracleum;platytaenium;Apiaceae
Heracleum;sphondylium;Apiaceae
Heracleum;trachiloma;Apiaceae
Herniaria;alpina;Caryophyllaceae
Herniaria;hirsuta;Caryophyllaceae
Herniaria;incana;Caryophyllaceae
Hesperis;matronalis;Brassicaceae
Heterotheca;villosa;Compositae 
Heuchera;americana;Saxifragaceae 
Heuchera;hartwegii;
Heuchera;micrantha;Saxifragaceae 
Heuchera;sanguinea;
Hieracium;acidophorum;Asteraceae
Hieracium;alpicola;Asteraceae
Hieracium;alpinum;Asteraceae
Hieracium;amplexicaule;Asteraceae
Hieracium;aurantiacum;Asteraceae
Hieracium;auricula;Asteraceae
Hieracium;bifidum;Asteraceae
Hieracium;bombycinum;Asteraceae
Hieracium;bornmuelleri;Asteraceae
Hieracium;caesium;Asteraceae
Hieracium;cydoniifolium;Asteraceae
Hieracium;eviscapum;Asteraceae
Hieracium;faeroense;Asteraceae
Hieracium;floribundum;Asteraceae
Hieracium;glaucinum;Compositae 
Hieracium;glaucinum;Asteraceae
Hieracium;glaucum;Asteraceae
Hieracium;gr.;Asteraceae
Hieracium;holopleurum;Asteraceae
Hieracium;humile;Asteraceae
Hieracium;intybaceum;Asteraceae
Hieracium;lactucella;Asteraceae
Hieracium;laevigatum;Asteraceae
Hieracium;laticeps;Asteraceae
Hieracium;murorum;Asteraceae
Hieracium;pannosum;Asteraceae
Hieracium;peletierianum;Asteraceae
Hieracium;phrixoclonum;Asteraceae
Hieracium;picroides;Asteraceae
Hieracium;pictum;Asteraceae
Hieracium;piliferum;Asteraceae
Hieracium;pilosella;Asteraceae
Hieracium;piloselloides;Asteraceae
Hieracium;prenathoides;Asteraceae
Hieracium;pteropogon;Asteraceae
Hieracium;staticifolium;Asteraceae
Hieracium;tomentosum;Asteraceae
Hieracium;umbellatum;Asteraceae
Hieracium;umbellifolia;Asteraceae
Hieracium;valdepilosum;Asteraceae
Hieracium;velutinum;Asteraceae
Hieracium;villosum;Asteraceae
Hieracium;waldsteinii;Compositae 
Hieracium;waldsteinii;Asteraceae
Hieratium;peleterianum;Asteraceae
Hieratium;villosum;Asteraceae
Hierochloë;odorata;Poaceae
Hippocrepis;comosa;Fabaceae
Hippophae;rhamnoides;Eleagnaceae
Hordeum;distichon;Poaceae
Hormatophylla;macrocarpa;Brassicaceae 
Horminum;pyrenaicum;Caryophyllaceae
Horminum;pyrenaicum;Lamiaceae 
Hornungia;alpina;Brassicaceae 
Hosta;crispula;
Hosta;fluctuans;
Hosta;japonica;Hostaceae 
Hosta;longissima;Asparagaceae
Hosta;rectofolia;
Hosta;siboldii;
Hugueninia;tanacetifolia;Brassicaceae
Hutchinsia;alpina;Brassicaceae
Hutchinsia;auerswaldi;Brassicaceae
Hyacinthoides;hispanica;
Hyacinthoides;non-scripta;Asparagaceae
Hydrangea;arborescens;Hydrangeaceae 
Hypericum;calycinum;Hypericaceae
Hypericum;canis;Hyperiaceae
Hypericum;cerastioides;
Hypericum;coris;Hypericaceae
Hypericum;hirsutum;Hypericaceae
Hypericum;hookerianum;Hypericaceae
Hypericum;maculatum;Hypericaceae
Hypericum;nummularium;Hypericaceae
Hypericum;olympicum;Hypericaceae
Hypericum;orientale;Hypericaceae
Hypericum;patulum;Hypericaceae
Hypericum;perforatum;Hypericaceae
Hypericum;richeri;Hypericaceae
Hypericum;tomentosum;Hypericaceae
Hypochaeris;robertia;Asteraceae
Hyssopus;officinalis;Lamiaceae 
Hyssopus;tianschanicus;Lamiaceae 
Iberis;prudii;Brassicaceae
Iberis;saxatilis;Brassicaceae
Iberis;sempervirens;Brassicaceae
Ile;aquifolium;Aquifoliaceae
imbricatus;imbricatus;Iridaceae 
Incarvilea;delavayi;
Incarvilea;grandiflora;
Incarvillea;delavayi;Bignoniaceae
Incarvillea;przwalskii;
Incarvillea;sinensis;Bignoniaceae
Inula;ensifolia;Asteraceae
Inula;glandulosa;Asteraceae
Inula;hellenium;Asteraceae
Inula;hirta;Asteraceae
Inula;magnifica;Asteraceae
Inula;montana;Asteraceae
Inula;oculus-christi;Asteraceae
Inula;salicina;Asteraceae
Iris;aphylla;Iridaceae
Iris;chamaeiris;Iridaceae 
Iris;chrysogrephis;Iridaceae
Iris;colchica;Iridaceae
Iris;danfordiae;Iridaceae
Iris;deuplasiana;Iridaceae 
Iris;furcata;lridaceae
Iris;germanica;Iridaceae
Iris;graminea;Iridaceae 
Iris;halphyla;Iridaceae
Iris;hookeri;Iridaceae
Iris;hukari;Iridaceae
Iris;iegata;Iridaceae
Iris;illyrica;Iridaceae
Iris;latifolia;Iridaceae 
Iris;longipetala;Iridaceae
Iris;lutescens;Iridaceae 
Iris;missouriensis;Iridaceae
Iris;orientalis;Liliacea
Iris;orientalis;Iridaceae 
Iris;pseudacorus;Iridaceae
Iris;pumila;Iridaceae
Iris;ruthenica;Iridaceae 
Iris;sangunia;Iridaceae
Iris;setosa;Iridaceae
Iris;sibirica;Iridaceae
Iris;spuria;Iridaceae
Iris;squalens;Iridaceae
Iris;versicolor;Iridaceae
Iris;xiphioides;Iridaceae
Isatis;allionii;Brassicaceae
Isatis;tinctoria;Brassicaceae 
Isopyrum;thalictroides;
Jacobaea;incana;Asteraceae
Jankaea;heldreichii;Gesneriaceae 
Jankaea;vandedemi;Gesneriaceae 
Jasione;laevis;Campanulaceae
Jasione;perennis;Campanulaceae
Jasminum;parkeri;Oleaceae
Jovibarba;allionii;Crassulaceae
Jovibarba;arenaria;Crassulaceae
Jovibarba;heuffelii;Crassulaceae
Jovibarba;hirta;Crassulaceae
Jovibarba;sobolifera;Crassulaceae
Juncus;arcticus;Juncaceae
Juncus;articulatus;Juncaceae
Juncus;conglomeratus;Juncaceae
Juncus;inflexus;Juncaceae
Juncus;jacquinii;Juncaceae
Juncus;trifidus;Juncaceae
Juniperus;chinensis;Cupressaceae
Juniperus;communis;Cupressaceae
Juniperus;sabina;Cupressaceae
Juniperus;sibirica;Cupressaceae
Juniperus;squamata;Cupressaceae
Kernera;saxatilis;Brassicaceae 
Knautia;purpurea;Caprifoliaceae
Kobresia;simpliciuscula;Cyperaceae
Koeleria;cenisia;Poaceae
Koeleria;cristata;Poaceae
Koeleria;eriostachya;Poaceae
Koeleria;glauca;Poaceae
Koeleria;macrantha;Poaceae
Koeleria;pyramidata;Poaceae
Koeleria;sp.;Poaceae
Koeleria;vallesiana;Poaceae
Laburnum;alpinum;Fabaceae
Laburnum;anagyroides;Fabaceae
Laburnum;watereri;Fabaceae 
Lactuca;perennis;Asteraceae
Lappula;squarrosa; Boraginaceae
Lapsana;communis;Asteraceae
Larix;decidua;Pinaceae
Larix;gmelinii;Pinaceae
Larix;kaempferi;Pinaceae
Larix;laricina;Pinaceae
Larix;occidentalis;Pinaceae
Larix;sibirica;Pinaceae
Laserpitium;garganicum;Apiaceae
Laserpitium;prutenicum;Apiaceae
Laserpitium;gallicum;Apiaceae
Laserpitium;krapfii;Apiaceae
Laserpitium;nestleri;Apiaceae
Laserpitium;siler;Apiaceae
Lathyrus;linifolius;Fabaceae 
Lathyrus;niger;Fabaceae
Lathyrus;transsilvanus;Fabaceae
Lathyrus;vernus;Fabaceae
Lavandula;angustifolia;Lamiaceae
Lavandula;latifolia;Lamiaceae 
Lavandula;officinalis;Lamiaceae
Lavandula;rosea;Lamiaceae 
Lavandula;spica;Lamiaceae
Leatris;spicata;
Ledum;palustre;Ericaceae
Leontodon;autumnalis;Asteraceae
Leontodon;crispus;Asteraceae
Leontodon;hirtus;Asteraceae
Leontodon;hispidus;Asteraceae
Leontodon;montanus;Asteraceae
Leontodpodium;nivale;Asteraceae
Leontopodium;alpinum;Asteraceae
Leontopodium;calocephalum;Asteraceae
Leontopodium;discolor;Asteraceae
Leontopodium;haplophylloides;Asteraceae
Leontopodium;hayachinense;Asteraceae
Leontopodium;japonicum;Asteraceae
Leontopodium;kamtschaticum;Asteraceae
Leontopodium;linearifolium;Asteraceae
Leontopodium;longifolium;Asteraceae
Leontopodium;palibinanum;Asteraceae
Leontopodium;sinense;Asteraceae
Leontopodium;soulieii;Asteraceae
Leontopodium;sp.;Asteraceae
Leontopodium;strachey;Asteraceae
Leontopodium....;Beauv.;Asteraceae
Lepidium;hirtum;Brassicaceae 
Lepidium;villarsii;Brassicaceae
Lespedeza;bicolor;
Leucanthemopsis;alpina;Asteraceae
Leucanthemopsis;minima;Asteraceae
Leucanthemum;adustum;Asteraceae
Leucanthemum;atratum;Asteraceae
Leucanthemum;gaudinii;Asteraceae
Leucanthemum;leucolepis;Asteraceae
Leucanthemum;virgatum;Asteraceae
Leucantheum;halleri;Asteraceae
Leucojum;aestivum;Amaryllidaceae
Leuzea;centauroides;Asteraceae
Levisticum;officinale;Apiaceae
Lewisia;columbiana;Montiaceae 
Lewisia;cotyledon;
Liatris;spicata;Asteraceae
Ligularia;fischeri;
Ligularia;glabrescens;
Ligularia;przewalskii;
Ligularia;sachalinensis;
Ligularia;splendens;
Ligularia;thyrsoidea;
Ligularia;vorobievii;
Ligusticum;ferulaceum;Apiaceae
Ligusticum;lucidum;Apiaceae
Ligustrum;vulgare;Oleaceae
Lilium;bulbiferum;Liliaceae
Lilium;carniolicum;Liliaceae
Lilium;croceum;Liliaceae
Lilium;henryi;Liliceae
Lilium;martagon;Liliaceae
Lilium;pomponium;Liliaceae 
Lilium;pyrenaicum;Liliaceae
Lilium;sp.;Liliaceae
Lilium;martagon;Liliaceae
Linaria;alpina;Plantaginaceae 
Linaria;hepaticifolia;Scrophulariaceae
Linaria;macedonica;Scrophulariaceae
Linaria;repens;Plantaginaceae
Linaria;supina;Plantaginaceae 
Linaria;vulgaris;Plantaginaceae 
Linnaea;borealis;Caprifoliaceae
Linum;austriacum;Linaceae
Linum;campanulatum;Linaceae
Linum;capitatum;Linaceae
Linum;catharticum;Linaceae
Linum;dolomiticum;Linaceae
Linum;extraaxillare;Linaceae
Linum;flavum;Linaceae
Linum;perenne;Linaceae
Linum;salsoides;Linaceae
Linum;suffruticosum;Linaceae 
Linum;viscosum;Linaceae 
Lithodora;deifolia;Boraginaceae 
Lithospermum;arvense;Boraginaceae
Lithospermum;gastonii;Boraginaceae 
Lithospermum;graminifolium;Boraginaceae
Lithospermum;intermedium;Boraginaceae
Lithospermum;officinale;Boraginaceae
Lithospermum;suffructicosum;Boraginaceae
Lolium;??;Poaceae
Lomelosia;graminifolia;Dipsacaceae
Lomelosia;graminifolia;Caprifoliaceae
Lonicera;albertii;Caprifoliaceae
Lonicera;alpigena;Caprifoliaceae
Lonicera;altaica;Caprifoliaceae
Lonicera;caerulea;Caprifoliaceae
Lonicera;caprifolium;Caprifoliaceae
Lonicera;etrusca;Caprifoliaceae
Lonicera;henryi;Caprifoliaceae
Lonicera;nigra;Caprifoliaceae
Lonicera;obovata;Caprifoliaceae
Lonicera;orientalis;Caprifoliaceae
Lonicera;periclymenum;Caprifoliaceae
Lonicera;pyrenaica;Caprifoliaceae
Lonicera;rupicola;Caprifoliaceae
Lonicera;spinosa;Caprifoliaceae
Lonicera;tibetica,;Caprifoliaceae
Lonicera;xylosteum;Caprifoliaceae
Lothyrus;venatens;
Lotus;maritimus;Fabaceae
lovibarba;hirta;Crassulaceae
Luzula;alpinopilosa;Juncaceae
Luzula;forsteri;Juncaceae
Luzula;frigida;Juncaceae
Luzula;lutea;Juncaceae
Luzula;nivea;Juncaceae
Luzula;pedemontana;Juncaceae
Luzula;pediformis;Juncaceae
Luzula;spec.;Juncaceae
Lyatris;spicata;
Lychnis;viscaria;Caryophyllaceae
Lycium;barbarum;Solanaceae
Lysichitum;americanum;
Lysimachia;davucica;Primulaceae
Lysimachia;nemorum;Primulaceae 
Lysimachia;punctata;Primulaceae
Mahonia;aquifolium;Berberidaceae
Mahonia;pumila;Berberidaceae
Mahonia;repens;Berberidaceae
Maianthemum;canadense;Liliaceae
Maianthemum;canadense;Asparagaceae
Maianthemum;dilatatum;Liliaceae
Malva;moschata;Malvaceae 
Malva;sylvestris;Malvaceae 
Marbechiella;zanonii;
Marrubium;libanotis;Lamiaceae
Mathiola;fruticulosa;Brassicaceae 
Matricaria;chamomilla;Asteraceae
Matricaria;tchihatchewii;Asteraceae
Matteuccia;struthiopteris;
Matthiola;fruticulosa;Brassicaceae
Matthiola;valesiaca;Brassicaceae
Mazus;radicans;
Meconopsis;cambrica;Papaveraceae
Mede;clancophylla;
Melampyrum;arvense;Orobanchaceae 
Melampyrum;nemorosum;Orobanchaceae 
Melica;ciliata;Poaceae
Melissa;officinalis;Lamiaceae 
Mentha;piperita;Lamiaceae 
Mentha;spicata;Lamiaceae 
Mentha;suaveolens;Lamiaceae 
Menyanthes;trifoliata;Menyanthaceae
Mercurialis;perennis;Euphorbiaceae 
Merendera;montana;Liliaceae
Meum;athamanticum;Apiaceae
Microbiota;decussata;Cupressaceae
Micromeria;croatica;Lamiaceae
Micromeria;dalmatica;Lamiaceae 
Micromeria;juliana;Lamiaceae 
Micromeria;marginata;Lamiaceae 
Micromeria;rupestris;Caryophyllaceae
Micromeria;thymifolia;Lamiaceae 
Microneria;dalmatica;
Minuartia;anatolica;Caryophyllaceae
Minuartia;caucasica;Caryophyllaceae
Minuartia;cherlerioides;Caryophyllaceae
Minuartia;circassica;Caryophyllaceae
Minuartia;graminifolia;Caryophyllaceae
Minuartia;juniperina;Caryophyllaceae
Minuartia;lanceolata;Caryphyllaceae
Minuartia;laricifolia;Caryophyllaceae
Minuartia;linifolia;Caryophyllaceae
Minuartia;mutabilis;Caryophyllaceae
Minuartia;pinnifolia;Caryophyllaceae
Minuartia;recurva;Caryophyllaceae
Minuartia;rubra;Caryophyllaceae
Minuartia;rupestris;Caryophyllaceae
Minuartia;sedoides;Caryophyllaceae
Minuartia;setacca;Caryophyllaceae
Minuartia;verna;Caryophyllaceae 
Minuartia;villarii;Caryophyllaceae
Moeringia;?;Caryophyllaceae
Molinia;arundinacea;Poaceae
Molinia;caerulea;Poaceae
Molopospermum;peloponnesiacum;Apiaceae
Moltkia;petraea;Borraginaceae
Moltkia;suffruticosa;Boraginaceae 
Monarda;fistulosa;
Monarda;fistulosa;Lamiaceae 
Morina;kokanica;
Morina;longifolia;Dipsacaceae
Morina;longifolia;Dispaceae
Mozina;kokanica,;
Muehlenbeckia;axillaris;Polygonaceae
Muehlenbeckia;nana;Polygonaceae
Muscari;-339;Asparagaceae
Muscari;ancheri;Liliaceae
Muscari;argaei;Liliaceae
Muscari;armeniacum;Asparagaceae
Muscari;atlanticum;Liliaceae
Muscari;aucheri;Liliaceae
Muscari;botryoides;Liliaceae 
Muscari;caucasicum;Liliaceae
Muscari;colenicum;Liliaceae
Muscari;comosum;Asparagaceae
Muscari;dolichanthum;Asparagaceae
Muscari;heldreichii;Liliaceae
Muscari;leucostomum;Asparagaceae
Muscari;Lolieura;Liliaceae
Muscari;polyanthum;Liliaceae
Muscari;racemosum;Liliaceae
Muscari;racemosum;Asparagaceae
Muscari;steupre?;Liliaceae
Muscari;szouitsanum;Liliaceae
Muscari;voronii;Liliaceae
Myosotis;alpestris;Boraginaceae 
Myosotis;decumbens;Boraginaceae 
Myosotis;ramosissima;Boraginaceae 
Myrica;gale;Myricaceae 
Narcissus;assoanus;Amaryllidaceae
Narcissus;pseudonarcissus;Amaryllidaceae
Neottia;ovata;Orchidaceae 
Nepeta;baciarica;Lamiaceae
Nepeta;grandiflora;Lamiaceae
Nepeta;heldreichii;Lamiaceae
Nepeta;nuda;Lamiaceae 
Nepeta;racemosa;Lamiaceae 
Nigella;arvensis;Ranunculaceae 
Nimartica;graminifolia;
Noccaea;brevistyla;Brassicaceae 
Oenothera;fruticosa;Onagraceae
